names	scores	logfoldchanges	pvals	pvals_adj	comparison	direction
MMD	-2.4600828	-1.18519	0.0138904950408556	0.0496853405627198	ER_enriched_37_vs_Normal_enriched_22	down
ARRDC2	-2.4632869	-1.0898356	0.0137669675821398	0.0492734569953057	ER_enriched_37_vs_Normal_enriched_22	down
TMEM217	-2.4662821	-3.3081896	0.013652374580109	0.0489129237494463	ER_enriched_37_vs_Normal_enriched_22	down
RASGEF1A	-2.4677448	-1.890282	0.0135967173934718	0.0487725128803293	ER_enriched_37_vs_Normal_enriched_22	down
CCDC22	-2.4687898	-1.2467948	0.0135570850777721	0.048660448778944	ER_enriched_37_vs_Normal_enriched_22	down
PTCHD1	-2.4688594	-5.1414332	0.0135544465559881	0.048660448778944	ER_enriched_37_vs_Normal_enriched_22	down
GFOD1	-2.4761732	-1.5547205	0.0132799140873686	0.047772494204204	ER_enriched_37_vs_Normal_enriched_22	down
CCNYL1	-2.4789593	-1.425938	0.0131766303492282	0.04743963324059	ER_enriched_37_vs_Normal_enriched_22	down
RLF	-2.479029	-1.2544073	0.0131740573814514	0.04743963324059	ER_enriched_37_vs_Normal_enriched_22	down
RAPGEF1	-2.4791684	-1.2417003	0.0131689127785979	0.0474312035065036	ER_enriched_37_vs_Normal_enriched_22	down
DUSP2	-2.4821634	-2.7707744	0.0130587326613251	0.0470439644363174	ER_enriched_37_vs_Normal_enriched_22	down
IL15	-2.4826512	-3.470737	0.0130408737375379	0.0469892213802034	ER_enriched_37_vs_Normal_enriched_22	down
UCK1	-2.4832084	-1.260641	0.0130204899930859	0.0469253566029413	ER_enriched_37_vs_Normal_enriched_22	down
AP5B1	-2.4833477	-2.2407146	0.0130153984623812	0.0469165895543853	ER_enriched_37_vs_Normal_enriched_22	down
OTULIN	-2.483487	-1.1211478	0.0130103086928185	0.0469078252727388	ER_enriched_37_vs_Normal_enriched_22	down
DDR2	-2.4839048	-3.5240018	0.0129950499458796	0.0468719657185293	ER_enriched_37_vs_Normal_enriched_22	down
SPIRE1	-2.4880145	-1.357388	0.0128458467136567	0.0464187885705515	ER_enriched_37_vs_Normal_enriched_22	down
CAD	-2.4930995	-1.4273355	0.0126633386827205	0.0458159957056805	ER_enriched_37_vs_Normal_enriched_22	down
ZUP1	-2.49498	-2.122548	0.0125964194314607	0.0455925786396152	ER_enriched_37_vs_Normal_enriched_22	down
ARRDC4	-2.4950497	-2.1988235	0.0125939469644115	0.0455925786396152	ER_enriched_37_vs_Normal_enriched_22	down
FRK	-2.4983234	-1.8636117	0.0124782245876522	0.0452111443222018	ER_enriched_37_vs_Normal_enriched_22	down
CPNE2	-2.500692	-2.2225497	0.0123950984979181	0.0449561177791911	ER_enriched_37_vs_Normal_enriched_22	down
SF3A2	-2.5024333	-1.9039664	0.0123342896577953	0.0447908090166285	ER_enriched_37_vs_Normal_enriched_22	down
MED17	-2.5071697	-1.2527833	0.0121702245092374	0.0442948928710735	ER_enriched_37_vs_Normal_enriched_22	down
EDEM2	-2.5103738	-1.0154389	0.012060338691214	0.0439316011986935	ER_enriched_37_vs_Normal_enriched_22	down
MFSD14A	-2.5112097	-4.057716	0.0120318178471815	0.0438367594287668	ER_enriched_37_vs_Normal_enriched_22	down
ZNF224	-2.5116277	-1.0335783	0.0120175798579694	0.043802973888426	ER_enriched_37_vs_Normal_enriched_22	down
NUFIP1	-2.5120456	-1.2046204	0.0120033568063591	0.0437692148890695	ER_enriched_37_vs_Normal_enriched_22	down
NOMO1	-2.5131602	-2.0034585	0.0119655015967263	0.0436672752170086	ER_enriched_37_vs_Normal_enriched_22	down
NEK6	-2.5224242	-1.0132356	0.0116549047727465	0.042613094636368	ER_enriched_37_vs_Normal_enriched_22	down
CYYR1	-2.5236084	-4.0053644	0.0116157244686462	0.0424874498858339	ER_enriched_37_vs_Normal_enriched_22	down
ACTA2	-2.5273001	-1.828489	0.0114943231708439	0.0420782847198218	ER_enriched_37_vs_Normal_enriched_22	down
USP6NL	-2.5330815	-1.3874769	0.0113064660716838	0.0414593919025063	ER_enriched_37_vs_Normal_enriched_22	down
YRDC	-2.5369124	-1.0560018	0.0111834890210096	0.0410596470611141	ER_enriched_37_vs_Normal_enriched_22	down
AP000547.3	-2.5470822	-4.0346355	0.0108627842300016	0.0399570205833602	ER_enriched_37_vs_Normal_enriched_22	down
AUH	-2.549938	-1.5550706	0.0107742058163923	0.0396642732381063	ER_enriched_37_vs_Normal_enriched_22	down
RNF39	-2.5504954	-2.1889114	0.010756997285466	0.0396091855388248	ER_enriched_37_vs_Normal_enriched_22	down
PEX3	-2.5513313	-1.612451	0.01073123030512	0.0395225545259535	ER_enriched_37_vs_Normal_enriched_22	down
CPM	-2.5534208	-1.153654	0.0106670527864281	0.0393108075222482	ER_enriched_37_vs_Normal_enriched_22	down
IMMP2L	-2.5556498	-1.1067479	0.0105989731646691	0.0390844057451591	ER_enriched_37_vs_Normal_enriched_22	down
ARAP2	-2.5571823	-2.6320667	0.01055239285944	0.0389448477019086	ER_enriched_37_vs_Normal_enriched_22	down
ROBO3	-2.5634513	-4.153813	0.0103637276265124	0.038264903529988	ER_enriched_37_vs_Normal_enriched_22	down
TMEM39A	-2.5635905	-1.3123122	0.0103595693783851	0.038264903529988	ER_enriched_37_vs_Normal_enriched_22	down
XDH	-2.5667946	-25.777061	0.0102643385648233	0.0379217449699138	ER_enriched_37_vs_Normal_enriched_22	down
NME7	-2.5706954	-1.2072637	0.0101494576490179	0.0375444822257696	ER_enriched_37_vs_Normal_enriched_22	down
PROSER1	-2.5727153	-2.6251843	0.0100904168411093	0.0373649262296189	ER_enriched_37_vs_Normal_enriched_22	down
RNF185	-2.5773823	-1.95029	0.0099551802392026	0.0368876848636562	ER_enriched_37_vs_Normal_enriched_22	down
CHML	-2.5780787	-1.6484569	0.0099351347498501	0.036828876609476	ER_enriched_37_vs_Normal_enriched_22	down
TFE3	-2.5843477	-1.5917089	0.0097563371907556	0.0361965033075869	ER_enriched_37_vs_Normal_enriched_22	down
ACTR8	-2.586716	-1.1041808	0.009689541370437	0.0359713775470989	ER_enriched_37_vs_Normal_enriched_22	down
COX6C	23.973324	2.5259876	5.2789725497454154e-127	1.3306781520036838e-123	TNBC_enriched_33_vs_Normal_enriched_22	up
HRCT1	21.988247	6.7134204	3.731295828935965e-107	4.389247660105007e-104	TNBC_enriched_33_vs_Normal_enriched_22	up
H3F3A	19.642998	1.134422	6.636245227003073e-86	5.091154218716053e-83	TNBC_enriched_33_vs_Normal_enriched_22	up
MDK	19.553911	2.962102	3.8207951888444977e-85	2.809080462798382e-82	TNBC_enriched_33_vs_Normal_enriched_22	up
MARCKSL1	18.883505	1.9311596	1.558898076828255e-79	8.335380777465019e-77	TNBC_enriched_33_vs_Normal_enriched_22	up
UQCRB	18.845465	1.450351	3.201367236950517e-79	1.6139464255997674e-76	TNBC_enriched_33_vs_Normal_enriched_22	up
TRPS1	18.387821	2.8073382	1.6445680321057206e-75	7.63642182276459e-73	TNBC_enriched_33_vs_Normal_enriched_22	up
TMA7	18.28215	1.4169047	1.1481059333443761e-74	5.194443383041415e-72	TNBC_enriched_33_vs_Normal_enriched_22	up
HMGN2	18.126848	2.209047	1.9565847546125003e-73	8.028822789566877e-71	TNBC_enriched_33_vs_Normal_enriched_22	up
RPL30	18.03924	1.067846	9.585298759384176e-73	3.843922650212132e-70	TNBC_enriched_33_vs_Normal_enriched_22	up
SOX4	17.785048	2.1404808	9.228406732674923e-71	3.392400766626021e-68	TNBC_enriched_33_vs_Normal_enriched_22	up
STMN1	17.738562	2.574371	2.1127126975977695e-70	7.45576310982253e-68	TNBC_enriched_33_vs_Normal_enriched_22	up
PCSK1N	17.31051	4.3685775	3.919185217406372e-67	1.1721020874768715e-64	TNBC_enriched_33_vs_Normal_enriched_22	up
MZT2B	17.291029	1.4453452	5.496203340427347e-67	1.6163417990306755e-64	TNBC_enriched_33_vs_Normal_enriched_22	up
SCRG1	17.030548	6.0045857	4.874485794468328e-65	1.3652428864030735e-62	TNBC_enriched_33_vs_Normal_enriched_22	up
CD99	17.026049	2.916804	5.264124443827048e-65	1.451335559552004e-62	TNBC_enriched_33_vs_Normal_enriched_22	up
CST3	16.851942	2.2284636	1.0152438667114155e-63	2.7142390951701402e-61	TNBC_enriched_33_vs_Normal_enriched_22	up
DBI	16.790537	1.9753304	2.8624320877465494e-63	7.319944085259111e-61	TNBC_enriched_33_vs_Normal_enriched_22	up
EFHD1	16.300835	3.4648695	9.735490030327481e-60	2.2904362878017117e-57	TNBC_enriched_33_vs_Normal_enriched_22	up
RPS10	15.935668	1.0499586	3.5835070890074446e-57	8.003921846270425e-55	TNBC_enriched_33_vs_Normal_enriched_22	up
FTL	15.79134	1.1054792	3.5691506641012385e-56	7.680202861959312e-54	TNBC_enriched_33_vs_Normal_enriched_22	up
NDUFB9	15.771241	1.6805878	4.907541850720715e-56	1.0432960958550247e-53	TNBC_enriched_33_vs_Normal_enriched_22	up
TPM2	15.742142	3.7862148	7.776624495501737e-56	1.633554038370573e-53	TNBC_enriched_33_vs_Normal_enriched_22	up
COL2A1	15.671982	29.772972	2.3513242976320034e-55	4.881072615496082e-53	TNBC_enriched_33_vs_Normal_enriched_22	up
PPDPF	15.603733	1.253311	6.865957017589072e-55	1.3925265698317145e-52	TNBC_enriched_33_vs_Normal_enriched_22	up
EGR1	15.412364	2.4071975	1.3517421422316915e-53	2.6501655666309104e-51	TNBC_enriched_33_vs_Normal_enriched_22	up
TTYH1	15.369331	4.3793197	2.628687832154806e-53	5.0970545932276434e-51	TNBC_enriched_33_vs_Normal_enriched_22	up
CTHRC1	15.066188	5.968872	2.7026570231158634e-51	4.866161548253e-49	TNBC_enriched_33_vs_Normal_enriched_22	up
C4orf3	14.782834	1.8617443	1.8904127917207087e-49	3.335633370991191e-47	TNBC_enriched_33_vs_Normal_enriched_22	up
S100P	14.713105	3.2512934	5.311297088972243e-49	9.098819139312159e-47	TNBC_enriched_33_vs_Normal_enriched_22	up
TNNT1	14.690972	5.3647237	7.36493358279532e-49	1.2495601256579176e-46	TNBC_enriched_33_vs_Normal_enriched_22	up
BCL7C	14.630984	2.4461203	1.7818920181845504e-48	2.9384565103613452e-46	TNBC_enriched_33_vs_Normal_enriched_22	up
COX8A	14.585053	1.2759227	3.496456916250825e-48	5.6600901180959465e-46	TNBC_enriched_33_vs_Normal_enriched_22	up
PBX1	14.546459	2.8055239	6.150479085630347e-48	9.865927587813406e-46	TNBC_enriched_33_vs_Normal_enriched_22	up
C6orf48	14.534437	1.8720237	7.331329931828853e-48	1.1654172670911723e-45	TNBC_enriched_33_vs_Normal_enriched_22	up
POLR2K	14.526916	1.785126	8.182217522066521e-48	1.2890645372934265e-45	TNBC_enriched_33_vs_Normal_enriched_22	up
ENY2	14.441712	1.5730942	2.827285760878181e-47	4.4148192257252674e-45	TNBC_enriched_33_vs_Normal_enriched_22	up
ANAPC11	14.285239	1.1680375	2.704783913749007e-46	4.114302772250106e-44	TNBC_enriched_33_vs_Normal_enriched_22	up
MT-CYB	14.210024	1.0221864	7.939857006058999e-46	1.1872777701009407e-43	TNBC_enriched_33_vs_Normal_enriched_22	up
HMGN1	14.200406	1.0518851	9.108315754767084e-46	1.3505565671669342e-43	TNBC_enriched_33_vs_Normal_enriched_22	up
FXYD3	14.173896	1.496189	1.3291780404178044e-45	1.95444554359768e-43	TNBC_enriched_33_vs_Normal_enriched_22	up
PCP4	14.084438	8.519254	4.73407977186019e-45	6.846953899546972e-43	TNBC_enriched_33_vs_Normal_enriched_22	up
HIST1H2AC	14.065388	2.7860582	6.198218792817507e-45	8.81996537090846e-43	TNBC_enriched_33_vs_Normal_enriched_22	up
SEM1	14.031479	1.18081	1.0004308214934229e-44	1.3899686492323975e-42	TNBC_enriched_33_vs_Normal_enriched_22	up
TSTD1	14.020628	1.5800854	1.1657799209848625e-44	1.6001389379217246e-42	TNBC_enriched_33_vs_Normal_enriched_22	up
DEK	14.020382	1.7173554	1.1698380447259985e-44	1.6001389379217246e-42	TNBC_enriched_33_vs_Normal_enriched_22	up
PTPRF	14.000776	1.8720989	1.5417738488751752e-44	2.0926615048771125e-42	TNBC_enriched_33_vs_Normal_enriched_22	up
PNKD	13.874205	2.4136164	9.079495132141911e-44	1.2136946333836672e-41	TNBC_enriched_33_vs_Normal_enriched_22	up
DPM3	13.753366	2.4197915	4.8613954227057596e-43	6.307303105414935e-41	TNBC_enriched_33_vs_Normal_enriched_22	up
NR4A1	13.752256	2.5160093	4.936553486290619e-43	6.358064690919561e-41	TNBC_enriched_33_vs_Normal_enriched_22	up
MRM3	-2.5023382	-1.2218736	0.0123375975418637	0.0494204105848321	TNBC_enriched_33_vs_Normal_enriched_22	down
CLDN8	-2.5137439	-2.0051603	0.0119457133086301	0.0480469822955958	TNBC_enriched_33_vs_Normal_enriched_22	down
DPYD	-2.5182445	-2.3529298	0.011794140285518	0.0475240021324426	TNBC_enriched_33_vs_Normal_enriched_22	down
TRAF3	-2.526136	-1.3097748	0.0115324820150167	0.0465653650240208	TNBC_enriched_33_vs_Normal_enriched_22	down
TRPC4AP	-2.5278623	-1.0860789	0.0114759357078404	0.0464039350187633	TNBC_enriched_33_vs_Normal_enriched_22	down
FGF2	-2.528232	-1.907247	0.0114638507061306	0.0463731420700768	TNBC_enriched_33_vs_Normal_enriched_22	down
PPRC1	-2.532548	-1.1198671	0.0113236913993205	0.0459008809421114	TNBC_enriched_33_vs_Normal_enriched_22	down
SLC9A7	-2.5396996	-1.3984421	0.0110947749239147	0.0451131827476102	TNBC_enriched_33_vs_Normal_enriched_22	down
SIRPA	-2.5422888	-1.1190125	0.0110129106671029	0.0448368271160663	TNBC_enriched_33_vs_Normal_enriched_22	down
CENPT	-2.5454948	-1.055631	0.0109122987938909	0.044540252652835	TNBC_enriched_33_vs_Normal_enriched_22	down
RANBP3	-2.5519683	-1.1005381	0.0107116269840529	0.0438632300147633	TNBC_enriched_33_vs_Normal_enriched_22	down
STX11	-2.5568388	-1.4233594	0.0105628152967077	0.0433443897466064	TNBC_enriched_33_vs_Normal_enriched_22	down
FRMD6-AS1	-2.5685527	-1.1617091	0.0102124178039618	0.0421000161651125	TNBC_enriched_33_vs_Normal_enriched_22	down
SMN1	-2.5831027	-1.8091564	0.0097916191384181	0.0406047284835225	TNBC_enriched_33_vs_Normal_enriched_22	down
LRCH1	-2.6046808	-1.6110656	0.0091959864772178	0.0384783451246167	TNBC_enriched_33_vs_Normal_enriched_22	down
LUCAT1	-2.6072087	-2.4106312	0.0091283723698926	0.0382135540846396	TNBC_enriched_33_vs_Normal_enriched_22	down
P4HA2	-2.6127572	-1.0694139	0.0089815051896098	0.0377599854826462	TNBC_enriched_33_vs_Normal_enriched_22	down
FABP4	-2.616518	-2.8782763	0.0088831653532615	0.0374268034045606	TNBC_enriched_33_vs_Normal_enriched_22	down
SLC16A1-AS1	-2.6256425	-1.1032591	0.0086485567571551	0.0365693227845681	TNBC_enriched_33_vs_Normal_enriched_22	down
BPGM	-2.6287253	-1.0603634	0.0085705578573455	0.0362829878581724	TNBC_enriched_33_vs_Normal_enriched_22	down
PLEKHN1	-2.639761	-1.7012864	0.0082964519211295	0.0352664163209662	TNBC_enriched_33_vs_Normal_enriched_22	down
HIVEP2	-2.6425352	-1.2220956	0.00822878822969	0.0350442579749831	TNBC_enriched_33_vs_Normal_enriched_22	down
PAM16	-2.6604145	-1.2560678	0.0078044551181389	0.0334388985893582	TNBC_enriched_33_vs_Normal_enriched_22	down
PYROXD1	-2.6732998	-1.0949645	0.007510910333734	0.0323717666924124	TNBC_enriched_33_vs_Normal_enriched_22	down
CYP1A1	-2.6790335	-3.2668965	0.0073835027543733	0.0319318397306172	TNBC_enriched_33_vs_Normal_enriched_22	down
RUBCNL	-2.6815612	-5.8687196	0.0073279521690335	0.031722697748429	TNBC_enriched_33_vs_Normal_enriched_22	down
PLEK2	-2.6861234	-1.7580904	0.0072286385336982	0.0314393214018006	TNBC_enriched_33_vs_Normal_enriched_22	down
WFDC3	-2.6862466	-2.5668194	0.0072259712271363	0.0314354690095712	TNBC_enriched_33_vs_Normal_enriched_22	down
GABRE	-2.7082565	-2.5478685	0.0067637718440173	0.0296440025304735	TNBC_enriched_33_vs_Normal_enriched_22	down
SERPINB7	-2.7236695	-4.3849506	0.0064561062513397	0.0284794987012225	TNBC_enriched_33_vs_Normal_enriched_22	down
GJB3	-2.731931	-1.6679708	0.0062964332415434	0.0278587172886245	TNBC_enriched_33_vs_Normal_enriched_22	down
PTGES	-2.7348902	-2.8873546	0.0062401073876708	0.0276580494487445	TNBC_enriched_33_vs_Normal_enriched_22	down
PRDM1	-2.7420418	-3.3305948	0.0061058548227254	0.0271927835302853	TNBC_enriched_33_vs_Normal_enriched_22	down
SPOCD1	-2.7509198	-3.2909994	0.0059428184604223	0.0265470966415576	TNBC_enriched_33_vs_Normal_enriched_22	down
ZC3H7A	-2.7583797	-1.0800179	0.0058088673127196	0.0260277967833768	TNBC_enriched_33_vs_Normal_enriched_22	down
TBC1D8	-2.7654698	-1.5799508	0.0056840877184954	0.0255530516669685	TNBC_enriched_33_vs_Normal_enriched_22	down
TUBB2B	-2.765593	-1.3284799	0.0056819391918992	0.0255499024059789	TNBC_enriched_33_vs_Normal_enriched_22	down
C15orf39	-2.7723749	-1.2831647	0.0055648923463318	0.0250619003193022	TNBC_enriched_33_vs_Normal_enriched_22	down
ASPHD1	-2.814545	-1.6061625	0.0048846357400745	0.0223115189318184	TNBC_enriched_33_vs_Normal_enriched_22	down
MINK1	-2.824779	-1.5260069	0.0047313217119679	0.0216954707920153	TNBC_enriched_33_vs_Normal_enriched_22	down
PGBD5	-2.8362465	-3.3945491	0.0045647208585194	0.0210079550204943	TNBC_enriched_33_vs_Normal_enriched_22	down
IFFO2	-2.836678	-1.2000431	0.0045585559807099	0.0209850561647865	TNBC_enriched_33_vs_Normal_enriched_22	down
PODXL	-2.8527691	-1.5064967	0.0043340083636483	0.0200876221635342	TNBC_enriched_33_vs_Normal_enriched_22	down
MARCO	-2.8532007	-1.5784616	0.0043281265475757	0.0200709048441454	TNBC_enriched_33_vs_Normal_enriched_22	down
PPP2R5B	-2.8659012	-1.4360981	0.0041582408848467	0.0193747452899709	TNBC_enriched_33_vs_Normal_enriched_22	down
ZNF598	-2.8762586	-1.1029708	0.0040241975025955	0.0187948557261243	TNBC_enriched_33_vs_Normal_enriched_22	down
TMEM51	-2.8972821	-1.7398126	0.0037641113445336	0.0176925265514909	TNBC_enriched_33_vs_Normal_enriched_22	down
CFB	-2.8982685	-2.0219817	0.0037522917909506	0.017660493105181	TNBC_enriched_33_vs_Normal_enriched_22	down
KLC2	-2.9532006	-1.3924321	0.0031449751416744	0.0150347023502698	TNBC_enriched_33_vs_Normal_enriched_22	down
ZNHIT6	-2.959489	-1.1306597	0.0030814957595941	0.0147552218936333	TNBC_enriched_33_vs_Normal_enriched_22	down
H3F3A	27.257156	1.6368091	1.3670392011703982e-163	1.8554928234347444e-160	TNBC_enriched_9_vs_Normal_enriched_22	up
VCAN	23.2244	7.319817	2.5815704599132305e-119	1.5183936921722984e-116	TNBC_enriched_9_vs_Normal_enriched_22	up
COX6C	22.915333	1.9206113	3.2678138724581504e-116	1.6474450222721158e-113	TNBC_enriched_9_vs_Normal_enriched_22	up
EMP2	22.298876	3.3325794	3.7890146694277385e-110	1.759399048475064e-107	TNBC_enriched_9_vs_Normal_enriched_22	up
DBI	21.745392	1.9604189	7.637703877649096e-105	2.9948285538026288e-102	TNBC_enriched_9_vs_Normal_enriched_22	up
NUCKS1	21.3624	2.0736167	2.9904352424569926e-101	1.1226857415564605e-98	TNBC_enriched_9_vs_Normal_enriched_22	up
HMGN1	21.172657	1.517895	1.706564499030177e-99	6.273402205289056e-97	TNBC_enriched_9_vs_Normal_enriched_22	up
CRABP2	21.161083	2.9666214	2.1814953774107554e-99	7.855609374369954e-97	TNBC_enriched_9_vs_Normal_enriched_22	up
MARCKSL1	21.132832	1.8499277	3.970145892860939e-99	1.4010644855906253e-96	TNBC_enriched_9_vs_Normal_enriched_22	up
DYNLL1	20.693724	1.5295299	3.945405081708936e-95	1.265757684850076e-92	TNBC_enriched_9_vs_Normal_enriched_22	up
FXYD3	20.515905	1.9933486	1.5525078874191534e-93	4.643051131103553e-91	TNBC_enriched_9_vs_Normal_enriched_22	up
HES1	20.480131	3.1073363	3.2378327123804487e-93	9.521926368325503e-91	TNBC_enriched_9_vs_Normal_enriched_22	up
LAGE3	20.471676	3.0131063	3.851517187269573e-93	1.096129367247929e-90	TNBC_enriched_9_vs_Normal_enriched_22	up
UQCRH	20.339685	1.5145152	5.7296648393368894e-92	1.5796865014078034e-89	TNBC_enriched_9_vs_Normal_enriched_22	up
HMGN2	20.203136	2.052182	9.187252152942175e-91	2.419538272218876e-88	TNBC_enriched_9_vs_Normal_enriched_22	up
MDK	20.039465	2.479216	2.4943549535625523e-89	6.287556165087318e-87	TNBC_enriched_9_vs_Normal_enriched_22	up
FOS	19.772213	2.33752	5.166040228164056e-87	1.2153970643460636e-84	TNBC_enriched_9_vs_Normal_enriched_22	up
FBLN1	19.697664	7.510748	2.258027380416408e-86	5.174401704863314e-84	TNBC_enriched_9_vs_Normal_enriched_22	up
STMN1	19.19223	2.419635	4.297989172755206e-82	8.922119876854777e-80	TNBC_enriched_9_vs_Normal_enriched_22	up
